job_id,job_name,company_name,job_location,job_link,query
6eea45b5f9454aa0,Data Analyst in BPO Set-up,XtendOps,Cebu City,https://ph.indeed.com/viewjob?jk=6eea45b5f9454aa0,data analyst
f7c96c8815d5de2a,[Non-Voice] Transaction Analyst,Interactech Solutions Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=f7c96c8815d5de2a,data analyst
cfd79dab46aff093,Cebu Urgent Hiring!!! MIS Reporting analyst - 60k - 80k,Staffwiz Global Outsourcing Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=cfd79dab46aff093,data analyst
eaf396ced503b6c1,Data Analyst,Virtual Business Partners,Cebu,https://ph.indeed.com/viewjob?jk=eaf396ced503b6c1,data analyst
1457fc6e4e7dfbdf,Reporting Analyst,LanceSoft Inc,Mandaue,https://ph.indeed.com/viewjob?jk=1457fc6e4e7dfbdf,data analyst
a3a9b01ccc9af1af,MIS REPORTING ANALYST | UP TO 70k | CAN START ASAP ***,Staffwiz Inc.,Mandaue,https://ph.indeed.com/viewjob?jk=a3a9b01ccc9af1af,data analyst
4a3d8a80410da523,Payment Processing Analyst (Non-Voice),Interactech Solution Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=4a3d8a80410da523,data analyst
75623bedc5e3765e,Data Analyst | Business Analyst,Rural Net Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=75623bedc5e3765e,data analyst
425dbbc1453e2641,Data Analytics Specialist,Foundever,Cebu City,https://ph.indeed.com/viewjob?jk=425dbbc1453e2641,data analyst
3c2ef360e2ab229d,Supply Chain Data Analyst,CMPi,Mandaue City,https://ph.indeed.com/viewjob?jk=3c2ef360e2ab229d,data analyst
c2f930d281e9a4e1,MIS Reporting Analyst - START ASAP,Staffwiz Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=c2f930d281e9a4e1,data analyst
c7285beb045e5dc4,Cebu Urgent Hiring!!! MIS Reporting Analyst 60k - 80k,Staffwiz Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=c7285beb045e5dc4,data analyst
5427ec852bbec35e,Amazon Ordering Analyst,Channel Precision Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=5427ec852bbec35e,data analyst
819f6d449ca084ff,Report Analysts,VA Platinum,Cebu,https://ph.indeed.com/viewjob?jk=819f6d449ca084ff,data analyst
177d74a3c7f3a785,Data Analyst,Channel Precision Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=177d74a3c7f3a785,data analyst
61bfb6f42991b011,MIS Reporting Analyst,Staffwiz Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=61bfb6f42991b011,data analyst
22281b673f45af02,Payment Processing Analyst,Interactech Solution Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=22281b673f45af02,data analyst
